cobh.annick.1	Ann Ni가 나타날 수 있습니다.
cuilinresidentialdistrict.bernardo.64	{0}을 선택했어요. <br/>고용 비용은 {1}골드입니다. <br/>{2}<br/>에서는, 고용합니까? <button title='고용한다' keyword='@okthankyou'/><button title='그만둔다' keyword='@oh_no'/>
cuilinresidentialdistrict.bernardo.65	방금전 드린 브라우니 계약서를<br/><username/>씨의 집의 배치도를 열어<br/>좋아하는 위치에 놓아두면, 브라우니가<br/>그 위치에서 작업을 하게 됩니다.
cuilinresidentialdistrict.bernardo.66	낳는, 목록이 가득이군요. <br/>가방을 정리하고 나서 와 주세요.
cuilinresidentialdistrict.bernardo.67	아… 돈이 충분하지 않네요. <br/>그 브라우니를 고용하려면, {0}골드가 필요합니다.
cuilinresidentialdistrict.bernardo.68	필요한 때는 언제라도 와 주세요.
cuilinresidentialdistrict.bernardo.69	기한이 되어 집을 명도하는 일이 되었을 때,<br/>만약 집안에 둔 채로의 가구가 있는 경우는<br/>내가 보관해 돌려 드리겠습니다. <p/>대신에 집안의 골드는 아스킨 은행에서<br/>수표 발행 수수료 5%를 받아 돌려 드리겠습니다. <p/>그리고, 임대 기간이 종료했을 때에 돌려주어지는 계약금도<br/>아스킨 은행에서 대신에 보관하는 일이 됩니다. <br/>가구와 돈을 미리 물러가 두지 않으면 새로운 집에도<br/>입찰할 수 없기 때문에 기억해 두어 주세요. <button title='계속한다' keyword='@hanstone'/>
cuilinresidentialdistrict.bernardo.70	창고가 고장났던가? 가구를 꺼낼 수가 없습니다.
cuilinresidentialdistrict.bernardo.71	응? 집을 가지고 있네요. <br/>집이 있을 때는, 이 보관 메뉴는 사용할 수 없습니다. <br/>집의 계약이 만료가 되어 명도하면, 또 와 주세요.
cuilinresidentialdistrict.bernardo.72	응? 임시 보관 윈드우가 열린 상태이지만… 이상하구나.
cuilinresidentialdistrict.bernardo.73	이런이런, 피곤한 것 같네요.
cuilinresidentialdistrict.bernardo.74	안녕하세요. … 흔히 있던 인사입니다만,<br/>오늘은 날씨가 정말로 좋네요!
cuilinresidentialdistrict.bernardo.75	어서 오십시오. <br/>오늘은 어떤 용건입니까?
cuilinresidentialdistrict.bernardo.76	또 왔어요,<username/>씨.
cuilinresidentialdistrict.bernardo.77	계세요,<username/>씨. <br/>뭐든지 도와요.
cuilinresidentialdistrict.bernardo.78	오늘이나 은행 업무로 계신 것입니까?
cuilinresidentialdistrict.bernardo.79	<npcportrait name='NONE'/><title name='NONE'/>버나드와의 회화를 끝냈다.
cuilinresidentialdistrict.bernardo.80	잡화상에는 마세라스가 있습니다. <br/>배우 지망이라고 말합니다만 어때가…. <br/>무대에 오르는 것을 한번도 본적이 없기 때문에. <p/>그것은 차치하고, 잡화상의 일은 분명하게 하고 있는 것인가…. <br/>주문해도 아무것도 연락이 없는 데다가<br/>들으면 언제나 발송 준비중이라고 말한다… 우으음….
cuilinresidentialdistrict.bernardo.81	은행입니까…? 여기가 은행입니다만…. <br/>다른 질문 이라면 몰라도…<br/>이것은 과연….
cuilinresidentialdistrict.bernardo.82	전의 직장에 있을 때, 동료들과 바다낚시에 간 적은 있습니다. <br/>최근에는 완전히….
cuilinresidentialdistrict.bernardo.83	누군가나 모르는데 선물을 줄 수는 없을 것입니다?
cuilinresidentialdistrict.bernardo.84	버나드라고 합니다. <br/>아스킨 은행에서 일하고 있습니다. <br/>비정규의 임시직인 것으로 지금부터 어떻게 될까 모릅니다만…<br/>그 나름대로 만족한 생활을 보내고 있습니다.
cuilinresidentialdistrict.bernardo.85	버나드라고 합니다. <br/>아스킨 은행에서 일하고 있습니다. <br/>비정규의 임시직인 것으로 지금부터 어떻게 될까 모릅니다만…<br/>그 나름대로 만족한 생활을 보내고 있습니다.
cuilinresidentialdistrict.bernardo.86	<username/>씨, 오늘의 기분은 어떻습니까?
cuilinresidentialdistrict.bernardo.87	일이 쌓이고 있어…
cuilinresidentialdistrict.bernardo.88	지쳤습니다.
cuilinresidentialdistrict.bernardo.89	또 왔어요….
cuilinresidentialdistrict.bernardo.90	버나드라고 합니다. <br/>아스킨 은행에서 일하고 있습니다. <br/>비정규의 임시직인 것으로 지금부터 어떻게 될까 모릅니다만…<br/>그 나름대로 만족한 생활을 보내고 있습니다.
cuilinresidentialdistrict.bernardo.91	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.92	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.93	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.94	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.95	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.96	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.97	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.98	여기는 조용한 마을입니다. <br/>그러니까 소문이라고 할 수 있는 것도 없습니다. <br/>그러한 곳이 마음에 듭니다.
cuilinresidentialdistrict.bernardo.99	무관심한 인간인 것으로…<br/>그러한 이야기는 흥미가 없습니다. |지루한 이야기는 하고 싶지 않습니다. |잘 모릅니다.
cuilinresidentialdistrict.bernardo.100	무관심한 인간인 것으로…<br/>그러한 이야기는 흥미가 없습니다. |지루한 이야기는 하고 싶지 않습니다. |잘 모릅니다.
cuilinresidentialdistrict.bernardo.101	무관심한 인간인 것으로…<br/>그러한 이야기는 흥미가 없습니다. |지루한 이야기는 하고 싶지 않습니다. |잘 모릅니다.
cuilinresidentialdistrict.bernardo.102	무관심한 인간인 것으로…<br/>그러한 이야기는 흥미가 없습니다. |지루한 이야기는 하고 싶지 않습니다. |잘 모릅니다.
cuilinresidentialdistrict.bernardo.103	무관심한 인간인 것으로…<br/>그러한 이야기는 흥미가 없습니다. |지루한 이야기는 하고 싶지 않습니다. |잘 모릅니다.
cuilinresidentialdistrict.bernardo.104	감사합니다.
cuilinresidentialdistrict.bernardo.105	<username/>씨, 멋지네요. <br/>나도 숨이 막히는 여기로부터 누군가가 구출해 주면…
cuilinresidentialdistrict.bernardo.106	에린의 수호자…<br/>훌륭한 일을 완수했어요.
cuilinresidentialdistrict.cuilin_guard.1	(말이 통하지 않는 것 같다.)
cuilinresidentialdistrict.cuilin_guard.2	(이 병사에 선물을 줄 필요는 없다.)
cuilinresidentialdistrict.cuilin_guard.3	안녕하세요, 성주님. <br/>통행증을 요구입니까? <br/>그렇지 않으면, 일반인에게로의 통행증 판매의 설정,<br/>또는 그 가격의 변경 따위를 실시합니까?
cuilinresidentialdistrict.cuilin_guard.4	<button title='통행증을 받는다' keyword='@getdungeonpass'/><button title='통행증 판매 설정' keyword='@dungeonpass_setting'/><button title='통행증 가격 설정' keyword='@dungeonpass_price_setting'/><button title='종료' keyword='@ShowTalkMessage'/>
cuilinresidentialdistrict.cuilin_guard.5	받아 주세요, 통행증입니다. <br/>왼쪽의 지하 저장소에서 던전으로 갈 수가 있습니다.
cuilinresidentialdistrict.cuilin_guard.6	목록을 정리해 주세요, 성주님.
cuilinresidentialdistrict.cuilin_guard.7	현재, 통행증을 판매할 수 있도록 설정되어 있습니다. <br/>누구라도 통행증을 사 지하 저장소에서 던전으로 들어갈 수가 있습니다. <br/>판매 불가로 변경하면, 지하 저장소에는 성주님과 성의 길드 멤버만 넣게 됩니다.
cuilinresidentialdistrict.cuilin_guard.8	<button title='판매 불가로 변경' keyword='@dontselldungeonpass'/><button title='캔슬' keyword='@cancel'/>
cuilinresidentialdistrict.cuilin_guard.9	양해[了解]입니다. 통행증을 판매하지 않습니다.
cuilinresidentialdistrict.cuilin_guard.10	현재, 통행증을 판매하지 않게 설정되어 있습니다. <br/>따라서, 현재 던전은 길드 멤버만 들어올 수가 있습니다. <br/>통행증을 판매하면, 일반의 사람들도 던전에 들어갈 수 있게 됩니다.
cuilinresidentialdistrict.cuilin_guard.11	<button title='판매 가능하게 변경' keyword='@selldungeonpass'/><button title='캔슬' keyword='@exit'/>
cuilinresidentialdistrict.cuilin_guard.12	양해[了解]입니다. 통행증을 판매하겠습니다.
cuilinresidentialdistrict.cuilin_guard.13	현재, 통행증의 가격은 {0}골드입니다. <br/>통행증의 가격을 바꿀 수가 있습니다. <br/>통행증의 최고가격은 10000 골드입니다.
cuilinresidentialdistrict.cuilin_guard.14	<inputbox title='성던전 통행증 가격 설정' caption='통행증의 가격을 숫자로 입력해 주세요' max_len='10' allow_cancel='true'/>
cuilinresidentialdistrict.cuilin_guard.15	통행증의 가격을 10000 골드 이상으로 설정할 수 없습니다. 일단 10000 골드로 설정해 둡니다.
cuilinresidentialdistrict.cuilin_guard.16	양해[了解]입니다. 통행증의 가격을 {0}골드로 바꾸어 판매하겠습니다.
cuilinresidentialdistrict.cuilin_guard.17	안녕하세요, 길드 회원님. <br/>통행증을 요구입니까?
cuilinresidentialdistrict.cuilin_guard.18	<button title='통행증을 받는다' keyword='@getdungeonpass'/><button title='종료' keyword='@ShowTalkMessage'/>
cuilinresidentialdistrict.cuilin_guard.19	받아 주세요, 통행증입니다. <br/>왼쪽의 지하 저장소에 들어가면 던전의 입구가 있습니다.
cuilinresidentialdistrict.cuilin_guard.20	목록을 정리해 주세요.
cuilinresidentialdistrict.cuilin_guard.21	안녕하세요. <br/>쿠린성던전의 통행증을 구입할 수 있습니다. <br/>가격은 {0}골드입니다.
cuilinresidentialdistrict.cuilin_guard.22	<button title='통행증을 산다' keyword='@buydungeonpass'/><button title='종료' keyword='@end'/>
cuilinresidentialdistrict.cuilin_guard.23	받아 주세요, 통행증입니다. <br/>왼쪽의 지하 저장소에 들어가면 던전의 입구가 있습니다.
cuilinresidentialdistrict.cuilin_guard.24	돈이 충분하지 않습니다.
cuilinresidentialdistrict.cuilin_guard.25	성주님의 명령에 의해, 통행증 판매를 중단하겠습니다.
cuilinresidentialdistrict.cuilin_guard.26	성주님의 명령에 의해, 쿠린성던전 통행증은 판매하지 않습니다. <br/>성주의 길드 멤버가 아니면, 던전에 입장할 수 없습니다.
cuilinresidentialdistrict.cuilin_guard.27	근무중, 이상 없음!
cuilinresidentialdistrict.mailbox_housing_cuilin.1	<title name='NONE'/>(말이 통하지 않는 것 같다.)
cuilinresidentialdistrict.mailbox_housing_cuilin.2	<title name='NONE'/>(우체통에는 선물을 하는 것이 할 수 없다.)
cuilinresidentialdistrict.mailbox_housing_cuilin.3	<title name='NONE'/>(우체통에 편지가 왔는지 확인할 수가 있다.)<button title='그만둔다' keyword='@end'/>
cuilinresidentialdistrict.mailbox_housing_cuilin.4	<title name='NONE'/>(우체통의 이용을 끝냈다.)
cuilinresidentialdistrict.marcellus.1	마세라스가 로그인했습니다.
cuilinresidentialdistrict.marcellus.2	마세라스의 상점 생성에 성공했습니다.
cuilinresidentialdistrict.marcellus.3	[0]잡화
cuilinresidentialdistrict.marcellus.4	[1]재봉
cuilinresidentialdistrict.marcellus.5	[2]도면
cuilinresidentialdistrict.marcellus.6	[3]식료품
cuilinresidentialdistrict.marcellus.7	[4]가구
cuilinresidentialdistrict.marcellus.8	[5]생산 도구
cuilinresidentialdistrict.marcellus.9	[6]석재
cuilinresidentialdistrict.marcellus.10	[7]벽장식
cuilinresidentialdistrict.marcellus.11	마세라스의 상점 생성에 실패했습니다.
cuilinresidentialdistrict.marcellus.12	지난번의 오디션의 결과가 슬슬 나오는 무렵이지만…. |, 당분간은 이렇게 해 싱글로 있는 것도 나쁘지 않다. |매상이 좀처럼 오르지 않는구나. |운동을 열심히 해도 뱃살은 떨어지지 않아. |위! 눈매에 또 주름이 가능하게 되었어. 트호호…|이 근처에 버나드씨의 주문표가 있었다고 생각했지만…|조금 생각해 살지 않으면…. |최근머리카락이 푸석푸석이야….
cuilinresidentialdistrict.marcellus.13	[0]잡화
cuilinresidentialdistrict.marcellus.14	[1]재봉
cuilinresidentialdistrict.marcellus.15	[2]도면
cuilinresidentialdistrict.marcellus.16	[3]식료품
cuilinresidentialdistrict.marcellus.17	[4]가구
cuilinresidentialdistrict.marcellus.18	[5]생산 도구
cuilinresidentialdistrict.marcellus.19	[6]석재
cuilinresidentialdistrict.marcellus.20	[7]벽장식
cuilinresidentialdistrict.marcellus.21	(말이 통하지 않는 것 같다.)
cuilinresidentialdistrict.marcellus.22	<npcportrait name='NONE'/><title name='NONE'/>연극 무대에의 꿈을 단념하지 못할 젊은이. <br/>가녀린 체형이지만 중량감이 있는 발성으로 말을 건다. <button title='계속한다' keyword='@continue'/>
cuilinresidentialdistrict.marcellus.23	<npcportrait name='NONE'/><title name='NONE'/>연극 무대에의 꿈을 단념하지 못할 젊은이. <br/>가녀린 체형이지만 중량감이 있는 발성으로 말을 건다. <button title='계속한다' keyword='@continue'/>
cuilinresidentialdistrict.marcellus.24	안녕하세요. <br/>뭔가 찾기입니까?
cuilinresidentialdistrict.marcellus.25	어서 오십시오. <br/>나의 이름은 마세라스라고 말합니다.
cuilinresidentialdistrict.marcellus.26	<button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='석재를 산다' keyword='@resource'/><button title='수리' keyword='@repair'/>
cuilinresidentialdistrict.marcellus.27	그 밖에 뭔가 용건은 있습니까?
cuilinresidentialdistrict.marcellus.28	<button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='석재를 산다' keyword='@resource'/><button title='수리' keyword='@repair'/>
cuilinresidentialdistrict.marcellus.29	젊을 때로부터 열심히 일하는 것은 좋은 일입니다. <br/>하학, 나도 노력해 일합니다!
cuilinresidentialdistrict.marcellus.30	이 근처로는 처음으로 뵙네요. 처음 뵙겠습니다!
cuilinresidentialdistrict.marcellus.31	…<br/>아, 미안합니다. <br/>조금 다른 것을 생각하고 있었습니다….
cuilinresidentialdistrict.marcellus.32	우우~응… 이름은 확실히…<br/>와 어쨌든, 만나뵐 수 있어 기쁩니다!
cuilinresidentialdistrict.marcellus.33	어서 오십시오,<br/><username/>씨. <br/>하하학, 대본 암기로 단련할 수 있었던 기억력! <br/>나, 기억력만은 자신 있습니다~.
