iria_elf.subnpc.elf_familyguide.1	가족 보좌관이 나타났습니다.
iria_elf.vena.242	4회음이 울면, 거기서<hotkey name='UseLRod'/>키를 눌러<br/>지면을 클릭 하면, 마법이 해제되어<br/>숨겨진 유물이 발견될 것이야. <p/>L로드를 사용하는 것도 액션의 하나이니까,<br/><hotkey name='UseLRod'/>키를 누르는지, 화면아래의 「액션」버튼을 누르면<br/>나오는 아크션윈드우로, 탐험 액션을<br/>화면 위의 쇼트 컷에 등록해 두어도 괜찮을지도. <br/>어때? 할 수 있을 것 같다? <button title='종료' keyword='@cancel'/><button title='설명을 한번 더' keyword='@cancel'/>
iria_elf.vena.243	<title name='웨나'/>정령의 이름은 아이리. <br/><hotkey name='EgoWeapon'/>키를 누르는지,<hotkey name='InventoryView'/>키로 목록을 열어<br/>정령활을 오른쪽 클릭 해 「회화한다」를 선택하면<br/>그녀와 이야기를 할 수 있다. <p/>
iria_elf.vena.244	그런데… 내가 가르칠 수 있는 것은 코코까지. <br/>상당히 한번에 가르쳐 버렸지만… 괜찮았어? <p/>
iria_elf.vena.245	지금부터 가는 곳은, 사막에 있는<br/>필리아라고 하는 엘프의 마을이다. <br/>지금 보고 있는 화면에서 위 쪽에 향해 진행되면,<br/>엘프의 마을에 가는 작은 골짜기가 보일 것이야. <p/>
iria_elf.vena.246	필리아에게 도착하면, 카스타네아의 곳에 가,<br/>나오로부터 받은 소개장을 보이면 OK! <br/>그리고는, 카스타네아가 보살펴 주기 때문에. <p/>그러면, 엘프의 마을에 가도 건강해 말야!
iria_elf.vena.247	필리아에게 도착하면, 카스타네아의 곳에 가,<br/>나오로부터 받은 소개장을 보이면 OK! <button title='닫는다' keyword='@hellene'/>
iria_elf.yoff.1	워후가 로그인했습니다.
iria_elf.yoff.2	워후의 상점 생성에 성공했습니다.
iria_elf.yoff.3	[0]아레나
iria_elf.yoff.4	[1]포션
iria_elf.yoff.5	워후의 상점 생성에 실패했습니다.
iria_elf.yoff.6	째가 친숙해 지기 전의 어둠은 좋은… 모두가 칠흑에 마셔져 안보이기 때문에. |이제 대단히 자지 않구나…. |마음은 의외롭게도 무르다. 덜 떨어짐의 검과 같이 용이하게 무너져 버리는 것이다. |여기가 아레나에 통하는 입구다. |칼을 사용하면, 그 힘은 머지않아 그 몸에 상처로서 돌아오는 것이다. |당신의 역량을 시험해 보고 싶은 것인지? 그러면 여기 아레나만큼 좋은 장소는 없다. |여기는, 안에 잠복하는 당신의 어둠과 대치할 수 있는 장소다. |겁쟁이는, 죽음을 의식한 시점에서 몇번이고 죽는다. 용기 있는 사람에게는, 죽음도 또 한 번 밖에 방문하지 않는 것이다. |후후… 여기는 마치 묘지와 같은 곳일 것이다? |그렇게 무서워하지마. 나도 처음은 이런 모습은 아니었던 것이니까. … 그래, 아마.
iria_elf.yoff.7	[0]아레나
iria_elf.yoff.8	[1]포션
iria_elf.yoff.9	(말이 통하지 않는 것 같다.)
iria_elf.yoff.10	<npcportrait name='NONE'/><title name='NONE'/>오랫동안 사풍으로 노출되어 녹초가 된 로브의 틈새로부터<br/>차가운 눈동자가 물고기의 비늘과 같이 빛난다. <br/>습기를 띠어 둔하게 영향을 주는 소리는<br/>어슴푸레한 공기를 조용하게 흔든다. <br/><button title='계속한다' keyword='@continue'/>
iria_elf.yoff.11	… 무슨 용무로 여기에 왔어? <br/>눈이 안보여도, 기색으로 안다.
iria_elf.yoff.12	어서 오십시오. 나의 이름은 워후. <br/>무슨 용무로 여기에 왔어?
iria_elf.yoff.13	무슨 용무야? <button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/>
iria_elf.yoff.14	뭔가 용무가 있는지? <button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/>
iria_elf.yoff.15	… 무슨 용무로 여기에 왔어? <br/>눈이 안보여도, 기색으로 안다.
iria_elf.yoff.16	어서 오십시오. 나의 이름은 워후. <br/>무슨 용무로 여기에 왔어?
iria_elf.yoff.17	<username/>…. <br/>너의 기색은,<br/>어둠중에 쑤시는 한줄기 빛인 것 같다….
iria_elf.yoff.18	아레나를 방문했는가. <br/>여기의 느낌은 어때? <br/>작은 무덤인 것 같지 않는가?
iria_elf.yoff.19	이 나에게 말을 건다고는… 꽤 다부지다. <br/>나의 이름은 워후. <br/>언제의 무렵부터인가, 모두, 그렇게 부르고 있다.
iria_elf.yoff.20	내가 뭔가 도움이 되는 것도…?
iria_elf.yoff.21	<npcportrait name='NONE'/><title name='NONE'/>워후와의 이야기를 끝냈다.
iria_elf.yoff.22	아 아 아!!!!! <p/>이… 이 기억은…! <br/>싫다… 무서운… 안된닷…! 생각해 내고 싶지는 않다…!! <br/>잊고… 라고… 있던 것… 에…! <p/>하지만, 이것이 나의 안에 남아 있던 유일한 진실……<p/>… 엘프…!
iria_elf.yoff.23	아 아 아!!!!! <p/>이… 이 기억은…! <br/>싫다… 무서운… 안된닷…! 생각해 내고 싶지는 않다…!! <br/>잊고… 라고… 있던 것… 에…! <p/>하지만, 이것이 나의 안에 남아 있던 유일한 진실……<p/>… 엘프…!
iria_elf.yoff.24	워후라고 하는 이름보다, 사막의 망령의 통칭 쪽이 친숙해 질 때가 있다. <br/>실제, 워후라는 이름도 내가 붙인 이름은 아니기 때문에. <br/>나의 진정한 이름…… 그리고 과거의 기억……<br/>왜 이 장소에 머무는 일이 되었는지 조차도 생각해 낼 수 없는 것이다. |이 손바닥에 남는 상처나 자취…<br/>어쩌면 나는, 옛날 무기를 취급하고 있었던 적이 있는지도 모른다.. <br/>물론, 지금은 전투앉을 수 있을 이유도 없지만. <br/>이런이든지에서는, 도망 다니는 것으로 고작일 것이다. 훗…. |마음은 의외롭게도 무르다. <br/>덜 떨어짐의 검과 같이 용이하게 무너져 버리는 것이다. |기억 같은건 애매한 것이다. <br/>자신의 기억이 올바른 보장은, 어디에도 있지는 않다. <p/>공포…? 후훗… 그렇다. 그러니까 나는, 언제나 어디선가 무서워하고 있다. <br/>만약 내가… 자기 자신을 잃어 버리면…<br/>그 때, 나는 어떠한 존재가 될 것이다. |… 요즘, 더욱 더 시력이 떨어져 내리고 있다. <br/>아트라타의 이야기에서는, 너무 오랫동안, 사막의 뜨거운 햇볕에<br/>노출되고 있었던 것이 원인인것 같겠지만…. <p/>이 어둠에 머물고 있는 편이,<br/>이 덜 떨어짐의 눈에는 차라리 좋은 것 같다…. |언제까지나 이 낡은 로브를 휘감고 있는 것은<br/>이것만이, 없어진 나의 기억을 연결해 주는<br/>유일한 열쇠가 될지도 모르기 때문이다. |지금의 나에 남아 있는 것은…<br/>연기만이다. <br/>접할 수 있는 것은, 희미하고 흰 재만…. |나는 특히 비관론자는 아니지만…<br/>다만, 현상 따위라는 것은, 언제 악화되어도 이상하지는 않은 것이다. <br/>앞을 읽지 않고, 지금, 이 현상에 정신을 팔고 있는 것은,<br/>다만 아픔의 방문을 연장으로 하고 있는 만큼 지나지 않아. |겁쟁이는, 죽음을 의식한 시점에서 몇번이고 죽는다. <br/>용기 있는 사람에게는, 죽음도 또 한 번 밖에 방문하지 않는 것이다. |추악하게 바뀐 나의 얼굴…<br/>정직, 그다지 보고 싶지는 않다. <br/>라고는 해도, 옛 나의 모습 수수께끼, 알 리도 없지만…. <p/>사람은 모두, 이 어둠에 공포를 느끼는 것 같지만,<br/>나는 그것보다, 자신의 존재를 증명할 뿐의<br/>확실한 과거가 없다고 말하는 사실 쪽이<br/>무서운 것이다…. |조금 남아 있는 기억은, 광대한 사막을 계속 방랑하고 있던<br/>그 기억…. 약하고, 하지만 끊어지는 일 없이 계속 부는 바람,<br/>가차 없이 내리쬐는 햇볕… 그런 풍경이 멍하니 남아 있다. <br/>하지만, 그런 나날도, 카스타네아의 도움으로 빠져 나갈 수가 있었다. <p/>필리아에게 도착할 때까지는, 그렇게 시간은 걸리지 않았다. <br/>… 그리고, 필리아라고 하는 땅에, 왜일까 그리움을 기억한 것이다. <br/>… 어디선가 본 것 같은… 기시감과 같은…. <br/>이유는 모르지만… 다만, 확실히 그렇게 느낀 것이다. |옷에 모래가 붙으면, 누구라도 용이하게 털어 떨어뜨릴 것이다. <br/>하지만, 어느덧 그 모래 먼지가 바람을 타 날아 올라,<br/>자신의 시야를 방해할 가능성이 있는 일에,<br/>눈치채지 못한 사람이 많은 것도 사실이다.
iria_elf.yoff.25	나에게 지금 남아 있는 것은…<br/>연기만이다. <br/>손에 접해지는 것은 희미하고 흰 재만.
iria_elf.yoff.26	기억은 언제나 희미해져 숨겨져 있다. <br/>어떤 때에는, 아침에 있던 것 조차 잊어 버리거나 한다. <p/>공포? <br/>아. 그러니까 언제나 무섭다. <br/>만약 내가 나를 기억 할 수 없게 되면<br/>그 때… 나는 어떤 존재가 되는 것일까?
iria_elf.yoff.27	심과는 의외로 약한 것이다. <br/>실패작의 브로드 소드와 같이 간단하게 망가져 버린다.
iria_elf.yoff.28	워후라는 이름 보다 사막의 망령이라고 부르는 편이 보다 친밀감을 느낄 때가 있다. <br/>실제 워후라는 이름조차도 내가 붙인 이름은 아니다. <br/>나의 진정한 이름은 무엇이었는가<p/>그리고 과거에 어떤 일을 경험해 여기까지 오는 일이 되었는지<br/>남아 있는 기억은 아무것도 없으니까. |손바닥에 남아 있는 낙지를 보면<br/>혹시 나도 동시는 무기를 취급하고 있던 것은 아닐것인가 라고 하는 생각이 들 때가 있다. <br/>물론 지금은 전투 스킬 따위 하나도 생각해 낼 수 없겠지만. <br/>이런 꼴에서는 공격받아도 반격은 커녕 도망치는데 바쁠 것이다. 후후…|심과는 의외로 약한 것이다. <br/>실패작의 브로드 소드와 같이 간단하게 망가져 버린다. |기억은 언제나 희미해져 숨겨져 있다. <br/>어떤 때에는, 아침에 있던 것 조차 깜박 잊어 버리거나 한다. <p/>공포? <br/>아. 그러니까 언제나 무섭다. <br/>만약 내가 나를 기억 할 수 없게 되면<br/>그 때… 나는 어떤 존재가 되는 것일까? |더욱 더 시력이 떨어지고 있다. <br/>아트라타에 의하면, 너무 오랫동안 사막의 뜨거운 햇볕에<br/>노출되고 있었기 때문에 일어난 증상이라고 말하지만. <p/>어두운 아레나에 머무르고 있는 편이<br/>이 정도 사용할 수 없게 된 눈에는 좋을지도 모른다고 한다. |이렇게 해 낡은 로브를 계속 휘감고 있는 것은<br/>이것만이 잃은 나의 기억을 연결해 주는<br/>혹시 유일한 열쇠가 될지도 모르기 때문이다. |나에게 지금 남아 있는 것은…<br/>연기만이다. <br/>손에 접해지는 것은 희미하고 흰 재만. |추악하게 바뀐 나의 얼굴…<br/>보고 싶지 않다. <br/>그러나 그렇다고 해서 내가 옛 자신의 모습을<br/>기억할 수 있는 것도 아니다. <p/>여기서 이렇게 해 지금 현재의 공포에 괴로워하고 있는 것과 같은 정도<br/>정체를 모르는 과거가<br/>나를 억누르고 있다. |사막을 계속 방랑하고 있던 습관 없는 기억 밖에 없다. <br/>약한 사풍,<br/>피부를 벗겨 버릴 만큼 뜨거웠던 태양. <br/>… 아마 그러한 기억,<p/>그러나 카스타네아의 덕분에 사막으로부터<br/>빠져 나갈 수 있었다. <br/>필리아까지 시간은 그만큼 걸리지 않았던<p/>그리고 무엇보다도, 필리아라고 하는 장소가 나에게는 익숙한 것이 있던 것이다. <br/>… 어디선가 본 것 같은 데자뷰와 같은…<br/>그런 이상한 느낌이다. |누구라도 간단하게 자신의 몸을 뒤따른 모래 먼지를 털어 떨어뜨리겠지만<br/>언젠가 그 모래 먼지가 바람을 타<br/>자신의 눈을 안보이게 할 수 있는과는 간단하게는 생각할 수 없을 것이다.
iria_elf.yoff.29	{1}, {0}에 나타났다고 하는 소문을 들어<br/>아레나에 있던 전사 3·4명이 당황해 나갔다. <br/>지금 가면<username/>도 무엇이 일어나고 있는지 확인할 수 있을 것이다.
iria_elf.yoff.30	{0}. <br/><username/>는 보았던 것은 있을까? <br/>{1}이 되면 {2} 부근에 나타나는 것 같다. <p/>나는 이후리트에 흥미가 없지만…<br/><username/>은 어때?
iria_elf.yoff.31	째가 친숙해 지기 전의 어둠은 좋다…. <br/>모두가 칠흑에 마셔져 안보이기 때문에. <br/>나의 신체… 그 존재 의의마저도.
iria_elf.yoff.32	보기 드물게… 먼 옛날, 거신상의 노란 심장을 찾기에,<br/>바람의 L로드를 손에, 론가 사막에 향한 기억이 소생하는 일이 있다. <br/>하지만 그것도, 사진중에서 찾아낸 오래된 양피지의 조각과 같은 것이다. <br/>기억을 더듬으려고 생각해도, 갑자기 희미해져 버리는 것이 많다. |이 세계의 어디엔가는, 여기와는 다른 아레나가 있는 것 같구나. <br/>각각의 아레나의 전통에 의해, 룰도 다른 것 같다. <p/>여기의 아레나의 가장 큰 특징은<br/>집단에서 파티 플레이가 생긴다고 하는 점일 것이다. |여기에 오고 나서 쭉, 아트라타가 조제한<br/>포션을 매일과 같이 마시고 있다. <br/>하지만, 때가 지나는 것에 따라, 점차 양이 많아지고 있어서 말이야…. <br/>아트라타에는 적당히 하라고 말해지고 있지만, 아무래도 조절이 어렵다….
iria_elf.yoff.33	보기 드물게… 먼 옛날, 거신상의 노란 심장을 찾기에,<br/>바람의 L로드를 손에, 론가 사막에 향한 기억이 소생하는 일이 있다. <br/>하지만 그것도, 사진중에서 찾아낸 오래된 양피지의 조각과 같은 것이다. <br/>기억을 더듬으려고 생각해도, 갑자기 희미해져 버리는 것이 많다. |이 세계의 어디엔가는, 여기와는 다른 아레나가 있는 것 같구나. <br/>각각의 아레나의 전통에 의해, 룰도 다른 것 같다. <p/>여기의 아레나의 가장 큰 특징은<br/>집단에서 파티 플레이가 생긴다고 하는 점일 것이다. |여기에 오고 나서 쭉, 아트라타가 조제한<br/>포션을 매일과 같이 마시고 있다. <br/>하지만, 때가 지나는 것에 따라, 점차 양이 많아지고 있어서 말이야…. <br/>아트라타에는 적당히 하라고 말해지고 있지만, 아무래도 조절이 어렵다…. |여기에 오고 나서 쭉, 아트라타가 조제한<br/>포션을 매일과 같이 마시고 있다. <br/>하지만, 때가 지나는 것에 따라, 점차 양이 많아지고 있어서 말이야…. <br/>아트라타에는 적당히 하라고 말해지고 있지만, 아무래도 조절이 어렵다….
iria_elf.yoff.34	왜일까 혼자서 조용하게 보내고 싶어질 때도 있는 것이다.
iria_elf.yoff.35	자신의 역량 따위, 시험해 보지 않으면 알 리 없다. <br/>그 점, 여기 아레나는 자신을 시험하려면 모습의 장소일 것이다. <br/>물론, 여기서 행동 불능에 빠져도 경험치를 잃는 일은 없다. <br/>모두가 생각하고 있는 만큼 위험하지 않기 때문에, 마음껏 힘을 발휘하면 좋을 것이다.
iria_elf.yoff.36	여기에 오고 나서 쭉, 아트라타가 조제한<br/>포션을 매일과 같이 마시고 있다. <br/>하지만, 때가 지나는 것에 따라, 점차 양이 많아지고 있어서 말이야…. <br/>아트라타에는 적당히 하라고 말해지고 있지만, 아무래도 조절이 어렵다….
iria_elf.yoff.37	보기 드물게… 먼 옛날, 거신상의 노란 심장을 찾기에,<br/>바람의 L로드를 손에, 론가 사막에 향한 기억이 소생하는 일이 있다. <br/>하지만 그것도, 사진중에서 찾아낸 오래된 양피지의 조각과 같은 것이다. <br/>기억을 더듬으려고 생각해도, 갑자기 희미해져 버리는 것이 많다. |이 세계의 어디엔가는, 여기와는 다른 아레나가 있는 것 같구나. <br/>각각의 아레나의 전통에 의해, 룰도 다른 것 같다. <p/>여기의 아레나의 가장 큰 특징은<br/>집단에서 파티 플레이가 생긴다고 하는 점일 것이다. |전투에 자신이 없으면, 우선 관전해 봐서는 어때? <br/>만전의 체제를 정돈하고 나서 시험해 봐도 늦지는 않다. |자신의 역량 따위, 시험해 보지 않으면 알 리 없다. <br/>그 점, 여기 아레나는 자신을 시험하려면 모습의 장소일 것이다. <br/>물론, 여기서 행동 불능에 빠져도 경험치를 잃는 일은 없다. <br/>모두가 생각하고 있는 만큼 위험하지 않기 때문에, 마음껏 힘을 발휘하면 좋을 것이다. |눈이 친숙해 지기 전의 어둠은 좋은… 모두가 칠흑에 마셔져 안보이기 때문에. |여기에 오고 나서 쭉, 아트라타가 조제한<br/>포션을 매일과 같이 마시고 있다. <br/>하지만, 때가 지나는 것에 따라, 점차 양이 많아지고 있어서 말이야…. <br/>아트라타에는 적당히 하라고 말해지고 있지만, 아무래도 조절이 어렵다….
