iria_human.heulfryn.1	[0]포션
senmagresidentialdistrict.elain.35	센마이 평원에는 옛날<br/>굉장한 전쟁이 있었던 것 같네요? <br/>그러니까인 것인가 그 가까운 곳에는<br/>유령이 호소하여 시비, 곡절을 가리는 데가 있는 것 같습니다…<p/>어머나, 믿어 주지 않습니까? <br/>정말로 그러한 곳이 있다 라고 들은 것이지만 말이죠~
senmagresidentialdistrict.elain.36	나에게 스킬에 듣다니…<br/>원래 그러한 것은 모험가의 사람이 좀 더<br/>잘 알고 있는 것이 아닐까? <br/><username/>씨는 재미있네요.
senmagresidentialdistrict.elain.37	… 나를 누나와 비교하지 말아 주세요. <br/>누나는 이렇다 할 만한 다른 능력이 없기 때문에<br/>뭐든지 취급하는 잡화점을 열었지만,<br/>나는 명확한 사명이 있어 주고 있어. <p/>무슨 사명인가는? <p/>… 그것은 비밀입니다.
senmagresidentialdistrict.elain.38	뭐, 많지는 않지만 여러분이<br/>곤란하지 않게 요리의 재료는<br/>거의 갖추어져 있어요. <p/>… 없는 것은 이 근처에서는 손에 들어 오기 힘들다고 말하는 일은<br/>기억해 두어 주세요.
senmagresidentialdistrict.elain.39	치료자의 집이라면<br/>추억이 하나 있어요. <p/>언제의 날일까, 누나가 재미있는 일 하자고<br/>나의 용돈까지 전부 가져<br/>그 돈을 모두 사용해 붕대를 사 온 것입니다. <p/>그리고 나를 미라로 해 주면<br/>전신을 그 붕대로 빙빙 감아에…<p/>물론 상상 대로 어머니에게 굉장히 혼났습니다. <br/>어째서 자신의 여동생을 미라로 하려고 했는지는! <p/>그렇지만 나의 용돈을 사용했던 것에 대해<br/>아무것도 말해 주지 않네요. 심해요.
senmagresidentialdistrict.elain.40	이런 마을에서까지 여관을 찾다는…<p/><username/>씨에게는 친구가 없네요…
senmagresidentialdistrict.elain.41	은행이라면 이 근처의 레스리씨의 곳에 가 봐 주세요. <br/>아에서도 은행의 일만 해 두는 편이 좋아요. <br/>다른 이야기는 듣지 않도록…. <p/>…(이)가 아니면 광분해도 몰라요.
senmagresidentialdistrict.elain.42	대장간이군요… 차라리 모루나무를 사<br/>집안에 설치하는 것은 어때?
senmagresidentialdistrict.elain.43	이 가까운 곳에는 이렇게 집이 많이 있는데,<br/>어째서 휴게 스킬의 걱정 같은거 하고 있는 거야?
senmagresidentialdistrict.elain.44	이 화제에서는 절대! <br/>절대, 절대, 절대~<br/>레스리씨라고 회화해서는 안됩니다. <p/>… 나책임 취하지 않기 때문에.
senmagresidentialdistrict.elain.45	어릴 적 가끔, 연하의 친구의 탓으로<br/>나뭇가지로 재배한 활에 당했던 적이 있던 것…<p/>화살로 맞힐 수 있는 것도 위험하겠지만,<br/>활로 당해 봐… 굉장히 아파요…
senmagresidentialdistrict.elain.46	나도 누군가 멋진 남성이 나타나<br/>나의 아름다움을 칭찬하고 칭해 주는 음악을 연주해 주면<br/>얼마나 좋을까~<p/>미레 시안은 그런 식으로 로맨틱하다고<br/>누나는 언제나 말했지만…<p/>는… 설마라고는 생각했지만 그것을 바로 근처의 가게에서<br/>보는 일이 되다니…<br/>게다가 이미 결혼한 사람이 하는 것을…
senmagresidentialdistrict.elain.47	내가 팔고 있는 것은 그렇게 좋은 류트가 아닙니다만,<br/>튼튼해 마음을 담아 만든 류트입니다. <br/>그렇게 의심하지 말고,<br/>마음에 든 색을 선택해 주세요.
senmagresidentialdistrict.elain.48	악보를 많이 팔고는 있습니다만,<br/>그래서 직접 작곡 하는 사람은 그렇게 없습니다. <br/><username/>씨는 직접 작곡 할 수 있습니까?
senmagresidentialdistrict.elain.49	레스리씨가 입고 있는 그 옷입니다만, 부인의<br/>손수 만든 것입니다 라고…<p/>꽤 요령 있지 않으면 저런 옷<br/>만들 수 없어요. 후~~<p/>나나 누나에게는 역시 무리일까~
senmagresidentialdistrict.elain.50	활과 화살과 관련한 이야기만 하면<br/>바보 같은 일을 말하는 사람이<br/>항상 근처에 있지 않으면 안되는 것이<br/>아무리 불행한 일인 것인가 압니까? <p/>집을 나오면 그런 일 말해지지 않아도 된다고 생각했었는데…<br/>~싫게 되어 버려요.
senmagresidentialdistrict.elain.51	해 받은 대로 해 주고 있으면 좋겠지만,<br/>그런 식으로 살아 있으면 인생 지치지 않습니까? <p/>아무리 서투른 사람이라도, 뭔가<br/>장점은 있는 것이에요~
senmagresidentialdistrict.elain.52	이제(벌써) 실례군요…<br/>이런 사랑스러운 여성에게<br/>그런 일 묻다니.
senmagresidentialdistrict.elain.53	설마라고는 생각합니다만… 그러한 것이 있다 라고 의심하고 있습니까? <br/>~무슨 다쳐 버렸군…
senmagresidentialdistrict.elain.54	… 그러한 스킬에 대해 이렇게 해<br/>진지하게 묻는 사람이 있다고는<br/>생각할 수도 없었어요. <p/>다만 가, 받아 준다면 좋은 것뿐인데<br/>일부러 들을 필요가 있을까?
senmagresidentialdistrict.elain.55	광장이라면 이 바로 앞입니다만…<br/>설마 시력이 나쁘고 잘 안보인다든가? <br/>시력이 나쁘면, 안경을 쓰면 어떻습니까? 나같이. <p/>아물론 나의 안경은… 반패션을 위해서이지만 말이죠. 후후.
senmagresidentialdistrict.elain.56	티르나노이입니까? <br/>아~누나가 언제나 이상향은<br/>모험가의 모두에게 이야기하고 있던 장소군요? <p/>나는 별로 그러한 장소에는 관심은 없는거야. <br/>지금 이 현실이 중요해 언제<br/>오는지 모르는 행복의 세계가 중요합니까?
senmagresidentialdistrict.elain.57	옛 영웅들의 이야기라고 합니다만…<br/>착실한 이야기를 들었던 적이 없어서. <br/>누군가가 정말로 그것인것 같은 마비노기를 부르면<br/>들을 준비는 되어 있습니다.
senmagresidentialdistrict.elain.58	이 가까운 곳에는 센 호수가 있으므로<br/>저수지를 일부러 찾지 않아도 괜찮다고 생각하지만? <br/>찾고 있다고 하는 일은…<br/>뭔가 저수지에 중요한 용무라도 있습니까?
senmagresidentialdistrict.elain.59	죽은 할아버지의 말버릇이<br/>있습니다. 대지는 정직하다고. <p/>굉장히 정직하기 때문에, 육체 노동 이외는<br/>대답해 주지 않는 것이 단점이군요~
senmagresidentialdistrict.elain.60	…? 이 근처에서 풍차는 보지 않았지만…<br/>풍차 근처에서 누군가와 만날 약속이라도 했습니까?
senmagresidentialdistrict.elain.61	이 근처에 센 호수는 있습니다만<br/>아데 리어강의 이야기는 들었던 적이 없네요.
senmagresidentialdistrict.elain.62	여기의 마을은 큽니다만, 특히<br/>촌장은 없습니다. <br/>그것보다, 성을 지배하고 있는 성주님이<br/>사람들의 문제를 해결해 주고 있는 것 같습니다. <p/>성주님도 귀족은 아니고<username/>씨와 같은<br/>모험가 출신인 것으로, 긴장하지 않고<br/>만나 보는 것은 어떻습니까?
senmagresidentialdistrict.elain.63	제일 가까운 성당이라면 역시<br/>이멘마하 성당이 아닐까? <br/>규모도 커서 화려한 것으로, 정직<br/>라이하이에 가는 기분은 들지 않습니다만….
senmagresidentialdistrict.elain.64	학교… 나도 정말로 다니고 싶었던 것입니다. <br/>그렇지만 언제였는지 집의 근처에 있던 학교가<br/>없어져 버려. <p/>그러니까 뭔가 배우려고 한다면 유학할 수 밖에<br/>없어서, 결국 아무것도 할 수 없었습니다. <br/>지금은 이렇게 해 돈을 벌고 있습니다만,<br/>언제의 날이나 나도 학교에 가고 뭔가 근사한 것 공부하고 싶어요~
senmagresidentialdistrict.elain.65	악보라면 팔고 있습니다만…<br/>설마, 상점도 온전히 보지 않고<br/>묻고 있는 것이 아니겠지요?
senmagresidentialdistrict.elain.66	바쁜 것은 바쁘지만, 아르바이트를 사용할 만큼<br/>바쁘지는 않아요. <br/>만약 바빠질 것 같으면,<br/><username/>씨에게도 말을 걸네요. 후훗.
senmagresidentialdistrict.elain.67	후~~어떤 걱정도 하지 않고 공부할 수 있는 사람은<br/>얼마나 부러운가. <p/>티르코넬의 무술의 수업은 싸다는? <br/>이제(벌써)~실례군요! <br/>나와 같이 연약한 여성에게 무술의 수업을<br/>배울 수 있고입니다 라고?
senmagresidentialdistrict.elain.68	어릴 적, 누나는 불장난을 좋아했어. <br/>그 탓으로, 한 번 큰 화재가 될 것 같게 되어,<br/>어른들이 두 번 다시 만지게 하지 않도록 했습니다. <p/>… 아마 본인은 뭔지 모르고<br/>무엇을 하고 있고 애태울 수 있어 주지 않는 것인지<br/>고민하고 있었다고 생각합니다.
senmagresidentialdistrict.elain.69	이멘마하로 할 수 있던 「로후리오스」라고 하는 레스토랑이<br/>굉장히 맛있는 것 같지만…<p/>… 언제나 그런 이야기(뿐)만이 아니고<br/>누군가가 실제 사<br/>가져와 주지 않을까~
senmagresidentialdistrict.elain.70	그러한 것은 조금 보기 안좋고,<br/>가게에 놓아두면 내가 관리하는 것 큰 일이고~. <br/>그러니까 잡화점이지만, 단념했습니다.
senmagresidentialdistrict.elain.71	이멘마하에 가면, 굉장히 멋진 옷을 팔고 있는<br/>양품점이 있습니다. <br/>그렇지만 너무 높아서~<p/>싼 옷도 있다고? <br/>아<username/>씨,<br/>그 옷 어떻게 입으면 좋은거야? 촌스럽고!
senmagresidentialdistrict.elain.72	서점은… 아마 제일 가까워도<br/>던바튼까지 가지 않으면. <p/>… 그렇지만, 거기의 서점의 여자도<br/>안경을 쓰고 있는 것 같구나? <p/>… 안경을 쓰고 있는 사람의 모임에서도 만들어 볼까?
senmagresidentialdistrict.elain.73	관청이라고 하면, 성의 일입니까? <br/>대체로의 일은 성주님이 해결해 주어요. <p/>아물론 왕국의 성주님이 아니고<br/>미레 시안의 성주님인 것으로, 시간이 지나면<br/>교대합니다만….
senmagresidentialdistrict.elain.74	어떤 옷인가 모릅니다만…<br/>굉장히 높고 좋은 옷같네요? <br/>여러분 그렇게 말할테니까.
senmagresidentialdistrict.elain.75	… 이상한 식으로 생각하지 말아 주세요. <br/>나는 편한 옷을 좋아할 뿐입니다.
senmagresidentialdistrict.elain.76	이 가까운 곳에는 그러한 것은 없을 것인데…<br/>너무 기분의 좋은 화제가 아니네요.
senmagresidentialdistrict.elain.77	호수라면 낚시해 정도<br/>할 수 없을까? <br/>나는 지루하기 때문에 그다지 흥미는 없지만…
senmagresidentialdistrict.elain.78	… 나오에만 선물을 줍니까?
senmagresidentialdistrict.elain.79	으응… 다른 이야기해서는 안될까? |호호호, 모르는 것만 묻습니다…|너무 어려운 일 묻는 것도 실례예요~|모험가의 사람들의 사이에서는 그러한 것이 상식같네요? |아~<username/>씨와 이야기하고 있으면<br/>내가 왠지 철부지의 시골 처녀 같은 생각이 들어 오는…|그것은 잘 몰라… 다른 이야기를 해서는 안됩니까? |~,<username/>씨도 정말…<br/>내가 그런 일 알고 있을 이유 없지 않습니까~|이제(벌써), 뭔가 철부지 취급해 되고 있는 것 같은…? |이제(벌써), 내가 대답하지 않으면 안 되는 것입니까? <br/>(이)가 아니었으면 패스~
senmagresidentialdistrict.elain.80	실은<username/>씨에게만 말합니다만…. <br/>우리 자매는 누나와 나 뿐이 아닙니다. <br/>우리 뿐이 아니고, 다른 쌍둥이가 있습니다. <p/>이 이야기를 알고 있는 사람의 대부분은<br/>먼 하늘을 바라봅니다만…<br/><username/>씨는 다르므로 좋았던 것입니다.
senmagresidentialdistrict.elain.81	이 근처에 집이 있는 사람을 보고 있으면<br/>어디에서 그렇게 사랑스러운 옷을 가져오는지…<br/>게다가 그 중에는<br/>직접 만든 손수 만든옷도 있는 것 같아요? <p/>나도 남자로부터 선물 받았습니다만~<br/>역시 정말로 사랑스러운 옷은 스스로<br/>만들어 입으면 기쁘지요? <p/>~에서도 손끝이 요령 있지 않아…<br/>역시 돈을 많이 벌어<br/>다른 사람에게 부탁하는 편이 좋을까?
senmagresidentialdistrict.elain.82	이따금 나를 봐 눈을<br/>두리번두리번 시키면서 얼굴을 붉게 하는 사람이 있습니다만…<p/>옷이 괴롭고 어쩔 수 없습니다. <br/>옷을 꼭 끼게 입으면 얼마나 건강에 나쁜가 알고 있습니까? <p/>…<br/>나는 지적인 미인을 목표로 하고 있는데…<br/>굉장히 글래머인 것도 생각할 일입니다.
senmagresidentialdistrict.elain.83	나,<username/>씨와는… 별로 그러한 이야기는 하고 싶지 않습니다만?
senmagresidentialdistrict.elain.84	아, 미안해요. 지금 조금 바쁘고…<br/>또 다음에 와 받을 수 있습니까?
senmagresidentialdistrict.elain.85	나는 원래 공부를 하고 싶었던 것입니다. <br/>그렇지만 가족이 너무 많았기 때문에<br/>이렇게 해 가게를 열어<br/>일을 할 수 밖에 없었습니다. <p/>아~나도 빨리 독립해<br/>누가 봐도 넋을 잃는 것 같은<br/>우아하고 지적인 여성이 되고 싶구나~.
senmagresidentialdistrict.elain.86	나는 일레 인이라고 합니다. <br/>잡화점을 하고 있습니다. <p/>입니다만…<br/>나를 로레인이라고 부르는 사람이<br/>이따금 있어…. 정말로 실례입니다. <br/>… 그것은 나의 누나예요! <p/>비록 쌍둥이라도, 제대로 분별할 수 없다니<br/>굉장히 실례인 사람들이라고 생각하지 않습니까?
senmagresidentialdistrict.elain.87	무엇을 고칠까요? <br/>악기나 안경, 재봉 킷 따위 여러 가지 고칠 수 있습니다. <repair rate='{0}' stringid='(*/misc_repairable/*)|(*/pouch/bag/*)'/>
senmagresidentialdistrict.elain.88	내구도 1포인트 수리했습니다. |1포인트 회복되었습니다. |1포인트 수리가 끝났습니다.
senmagresidentialdistrict.elain.89	… 대단히 난폭하게 사용했어요. <br/>잘 고칠 수 없어요. |… 이렇게 망가져 있다고는…<br/>수리할 수 없었습니다. 나도 유감입니다. |응? 이상하구나…<br/>이렇게 수리가 잘 되지 않았던 것 처음일지도. |여기가 이런 식으로 망가져 있으면 수리할 수 없습니다. <br/>나도 말하고 싶지는 않습니다만, 수리가 안된 것은<br/>이제 단념할 수 밖에 없네요. |이제(벌써). 어째서 잘 붙지 않는 것일까…? <br/>생각했던 것보다도 파손이 심해서 수리할 수 없습니다….
senmagresidentialdistrict.elain.90	수리하기 전에 수리비를 먼저 주지 않으면~|네? 아직 수리비 받고 있지 않습니다만? |수리하려면 수리비가 필요합니다! |… 수리비는 선불입니다. 외상은 안됩니다. |수리는 선불입니다! |~나도 생활이 걸려 있습니다. <br/>수리비를 먼저 지불해 주지 않으면 수리할 수 없습니다. |현금이 충분하지 않습니까? <br/>그렇지만 외상은 할 수 없습니다. 알아 주는군요?
senmagresidentialdistrict.elain.91	네? 수리하는 것 같은 것은 없는 것 같습니다만…<br/>어쩌면, 내가 수리 할 수 없는 것을<br/>수리해 주고라고 말할 생각이 아니지요?
senmagresidentialdistrict.elain.92	1포인트의 수리가 이런 상황이 되다는…<br/>불편 게시판에 보고해 받을 수 있지 않습니까? <br/>… 부탁합니다.
senmagresidentialdistrict.elain.93	호 호, 완벽하게 수리해 두었습니다. <br/>자, 어서. <br/>스스로 수리해 두어입니다만<br/>굉장히 잘 되어갔습니다. 호 호…|자, 완벽하게 고쳐 두었습니다. <br/>… 역시 나는 수리의 재능이 있는 것이예요. |수리 완료~어때? 좋지요? <br/>역시 나는 여기의 재능이 있는 것 같다. |그러면야. 오래 기다리셨습니다! <br/>신품 보고 싶게 해 두었습니다. 후후<br/>어때? 나의 실력은? |수리 완료~! <br/>… 이 정도의 아이템을<br/>완전하게 수리하는 것 정도<br/>별로 별 일이 아닙니다. |자, 신품과 같이 수리해 두었습니다. <br/>또 수리가 필요하게 되면 와 주세요~
senmagresidentialdistrict.elain.94	… 일단 수리는 한 것입니다만…<br/>아이템이 너무 아프고 있어 고칠 수 없었습니다. <br/>{1}포인트 고쳐 두었습니다. <br/>… 참아 사용하지 않으면 안 될지도…. |… 엣또 말하기 어렵습니다만…<br/>꽤 난폭하게 사용한 것 같아<br/>{0}포인트의 수리는 처음부터 무리이네요. <br/>{1}포인트만 수리해 두었습니다. |, 어떻게 하지요<username/>씨? <br/>이 아이템 꽤 난폭하게 사용했어요? <br/>{0}포인트는 어떻게 봐도 수리는 무리여,<br/>{1}포인트만 수리할 수 있었습니다. |… 아라, 어떻게 하지요…<br/>{1}포인트만 수리할 수 있었습니다. <br/>{0}포인트는 이제(벌써) 단념해, 사용해 주세요. <br/>조금 정중하게 사용하면 좋았을텐데….
