tirchonaill.dilys.1	디리스가 로그인했습니다.
tirchonaill.endelyon.82	일은 끝난 것이군요. <br/>감사합니다. 약속 한 축복 포션입니다.
tirchonaill.endelyon.83	약속의 내용에는 조금 부족합니다만,<br/>도와 주셔 감사 합니다. <br/>답례에 축복 포션을 드립니다.
tirchonaill.endelyon.84	시간이 부족했던 것입니까? <br/>일이 전혀 손에 잡히지 않았던 것 같네요…. <br/>죄송합니다만, 이것으로는 축복 포션은 드려지지 않습니다.
tirchonaill.endelyon.85	어머나, 어떻게 하지요…. <br/>일이 끝나지 않으면, 축복 포션도 드려지지 않습니다. <br/>이번은, 좀 더 노력해 주세요.
tirchonaill.endelyon.86	아직 보고할 준비가 갖추어지고 계시지 않는 것 같네요. <br/>마감 시간까지는 잘 부탁드립니다.
tirchonaill.endelyon.87	일은 끝난 것이군요. 지금은 손을 떼어 놓을 수 없으므로,<br/>이제 당분간 하면 오늘의 일을 끝맺읍시다.
tirchonaill.endelyon.88	오늘의 성당의 일은 순조롭습니까? <br/><username/>씨를 믿어 기다리고 있습니다….
tirchonaill.endelyon.89	어머나… 마감의 시간은 벌써 지나 버리고 있네요…. <br/>좀 더 빨리 와 받을 수 있으면 좋았던 것입니다만…. <br/>죄송합니다만, 오늘의 보수는 없습니다.
tirchonaill.endelyon.90	다른 아르바이트를 하고 계시는 것이군요. <br/>지금 하고 있는 일이 끝나면, 또 와 주시지 않겠습니까?
tirchonaill.endelyon.91	메이븐 사제님도,<username/>씨의 일을 칭찬하고 있었어요. <br/>오늘도 일을 도와 주시는 것일까요?
tirchonaill.endelyon.92	감사합니다. <br/>언제나 신세를 지고 있습니다.
tirchonaill.endelyon.93	시간이 없는 것 같네요. <br/>그럼 또 내일, 아무쪼록 부탁드립니다.
tirchonaill.endelyon.94	<username/>씨는, 성당에 있지 않으면 안 되는 존재예요. <br/>오늘도 아무쪼록 부탁드립니다.
tirchonaill.endelyon.95	감사합니다,<username/>씨.
tirchonaill.endelyon.96	오늘은, 다른 일이 있는 것 같네요.
tirchonaill.endelyon.97	축복 포션이 비용입니까? <br/>오늘의 일을 보고 나서 결정해 주세요.
tirchonaill.endelyon.98	감사합니다. <br/>시간에 늦지 않게 부탁드립니다.
tirchonaill.endelyon.99	마음에 드시지 않는 것 같다면, 어쩔 수 없습니다….
tirchonaill.endelyon.100	이 성당에서는, 농작물의 관리를 도와 주시는 분을 찾고 있습니다. <br/>주로, 성당의 남쪽에 있는 농경지로부터 보리를 베어 와 받는 일입니다. <br/>다만… 우리는, 그… 예산상의 문제로 돈을 건네줄 수 없습니다…. <p/>그 대신에, 「축복 포션」을 드립니다. <br/>축복 포션은 돈이 되는 것 같은 것이 아닙니다만,<br/>여러분의 소지품에 축복을 줄 수가 있습니다. <br/>축복을 받은 아이템은, 격렬한 충격 따위로 행동 불능이 되어도<br/>지면에 떨어지지 않는 능력을 가지게 되는 것 같습니다. <p/>이쪽에서, 어떻습니까…?
tirchonaill.endelyon.101	감사합니다. <br/>그럼, 약속한 오늘의 일이 끝나면,<br/>나에게 보고해 주세요.
tirchonaill.endelyon.102	뭐, 마음에 드시지 않았습니까…? <br/>그것이라면 어쩔 수 없네요.
tirchonaill.endelyon.103	성당의 일을 도와줘 받을 수 있습니까? <br/>그러나, 지금은 시간외이므로…. <br/>죄송합니다만, 다음에 또 와 주세요.
tirchonaill.endelyon.104	어머나, 어떻게 하지요? <br/>오늘은 정원이 가득 차 버렸습니다…. <br/>다음번은 좀 더 빨리 와 받을 수 있으면 살아납니다만….
tirchonaill.endelyon.105	곤란했어요…. <br/>죄송합니다만 지금은 형편이 나쁘기 때문에, 잠시 후에 또 와 받을 수 있습니까?
tirchonaill.endelyon.106	죄송합니다만, 방금전 정원이 가득 되어 버렸습니다. <br/>내일 또 와 받을 수 있습니까…?
tirchonaill.endelyon.107	성당의 일을 도와줘 받을 수 있습니까? <br/>그러나, 지금은 시간외이므로…. <br/>죄송합니다만, 다음에 또 와 주세요.
tirchonaill.endelyon.108	예!? 나에게… 개조를 의뢰… 합니까…? <br/>정직, 자신은 없습니다만… 알았습니다, 해 보겠습니다. <br/>개조하는 아이템을… 선택해 주세요. <upgrade/>
tirchonaill.endelyon.109	뭐, 생각하고 있었던 것보다 좋은 성과같아요…. <br/>이렇게 간단하고 좋은 것일까…. <br/>그 밖에도 아직 있습니까?
tirchonaill.endelyon.110	응… 어? <br/>좀, 이상할까…. <br/>저, 죄송합니다… 질이 나쁜 것 같아서 해…. <br/>정말로 미안해요….
tirchonaill.endelyon.111	… 만약 돈을 받을 수 없는 것이라면,<br/>나는 여기서 여러분의 개조를<br/>끊임없이 하는 일이 되어 버리겠지요…. <br/>나의 입장도 생각해 받은 데다가,<br/>돈의 준비를 할 수 있으면 부탁해 주십시오….
tirchonaill.endelyon.112	???
tirchonaill.endelyon.113	이번은 이제 그만둘까요. 그럼 또 머지않아…. <br/><upgrade hide='true'/>
tirchonaill.endelyon.114	원~, 정말로 감동적인 선물입니다! <br/>라이미라크의 축복이 함께 있도록….
tirchonaill.endelyon.115	감사합니다. <br/>라이미라크 신님과 함께 있도록….
tirchonaill.endelyon.116	마음대로 것을 인수하면, 메이븐 사제님에게 야단맞읍니다…. <br/>아, 아니오. 이쪽은 기부로서 성당에 보관하도록 해 받아요.
tirchonaill.endelyon.117	곤란해요, 이런 선물은….
tirchonaill.endelyon.118	화이트데이 이벤트
tirchonaill.endelyon.119	… 여신 모리안을 구출한 것입니까,<username/>씨…? <br/>여신은 티르나노이에 있을 것으로는…. <br/>그럼,<username/>씨는 티르나노이에 갔다왔다고 하는 일입니까…? <p/>뭐라고 말하는 일이지요… 나는, 굉장한 분과 이야기 하고 있던 것이군요, 후후후.
tirchonaill.endelyon.120	… 아라, 어떻게 하지요? <br/>드리고 싶은 것이 있습니다만,<br/>목록이 가득해 인도할 수 없습니다. <br/>목록을 정리하고 나서, 또 이야기 해 받을 수 있습니까?
tirchonaill.endelyon.121	수고 하셨습니다. <username/>씨의 덕분에, 매우 살아났습니다. <br/>성당을 위해서 힘을 다해 주는<username/>씨를 위해서,<br/>내가 드려지는 것을 조금 모아 보았습니다. <br/>전부는 드려지지 않습니다만, 마음에 든 것을 하나 선택해 주세요. <button title='보고하지 않는다' keyword='@later'/>
tirchonaill.endelyon.122	바쁘게 사는<username/>씨에게<br/>라이미라크 하나님의 베품이 있도록….
tirchonaill.endelyon.123	(회화를 할 수 없다.)
tirchonaill.endelyon.124	<button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/>
tirchonaill.endelyon.125	<button title='개조' keyword='@upgrade'/>
tirchonaill.endelyon.126	<button title='종료' keyword='@end'/>
tirchonaill.endelyon.127	뭔가 요구입니까?
tirchonaill.endelyon.128	아직, 뭔가 있습니까?
tirchonaill.endelyon.129	(말이 통하지 않는 것 같다.)
tirchonaill.endelyon.130	<username/>씨가 에린도 지켜 주셨다고 하는<br/>이야기는 듣고 있습니다. <p/>마을의 사람들은, 모두 그 이야기만 하고 있어요. <br/>매우 믿음직하네요,<username/>씨.
tirchonaill.endelyon.131	네? 나는 성당의 일목록을 만들고 있어<br/>그것은 잘 아는거야….
tirchonaill.endelyon.132	관청입니까? <br/>어떻습니까…<br/>이 마을에서 보았던 적은 없습니다만…. <p/>관청에 대해<br/>들으시고 싶으면<br/>던컨 촌장에게 모이시는 편이….
tirchonaill.endelyon.133	스킬입니까? 스킬과는 조금 다릅니다만, 암탉으로부터는 알을 뽑을 수가 있습니다. <br/>라이미라크님의 은혜를 받기 위해서 성당에 가(오)시는 여러분의 안에는,<br/>생활의 어려운 분도 있습니다. <br/>그러한 여러분을 위해서, 이 성당에서는 삶은 달걀을 언제나 준비해 있습니다. <p/>알의 채집을 체험하는 것을 미리,<br/>알을 뽑아 와 받을 수 있으면 답례를 건네주어요.
tirchonaill.endelyon.134	어머나, <username/>씨…<br/>데이 안과 그런 사이였던 것이군요, 후후후. <button title='계속한다' keyword='@continue'/>
tirchonaill.endelyon.135	삶은 달걀은 좋아합니까? <p/>공복때에 드시면 좋아요.
tirchonaill.endelyon.136	노라짱은, 사랑스럽고 강한 아가씨예요. <br/>그녀는 대단한 인생을 보내면서도,<br/>언제나 밝고 건강하게 행동하고 있습니다. <p/><button title='계속한다' keyword='@continue'/>
tirchonaill.endelyon.137	정확히 삶은 달걀을 준비한 것입니다만<br/>드십니까?
tirchonaill.endelyon.138	안녕하세요! 전화하세요 ... <username/>, 맞습니까? 던컨에서 온 당신에 대해 들었습니다. <p/>(힘차게 지적하고 나에게 미소 지으며 나에게 말했다.) <p/>지금은 손이 부족합니다. 것은 간단하고 전혀 문제가되지 않습니다. <p/>교회 우측 열린 광장에서 닭을 보았습니까?이 닭에서 난을 1 개 수집하는 데 어려움을 겪으십시오. <p/>달걀을 수집하려면 무기를 바꾸고 빈 손으로 암탉을 클릭하십시오. <p/>그것을 모아서 내게 전해주세요. (En Dili는 부드럽게 웃으며 나를 맡겼습니다.)
tirchonaill.endelyon.139	꽤 빠른 것을 모으고. (에델 바이스는 바구니에 알을 넣을 때 아주 즐거운 표정을 짓습니다.) 정말로 감사합니다. <username/>덕분에 많은 노력을 절약했습니다. <p/>이 거룩한 물을 주셔서 감사합니다. 이 거룩한 물은 돈을 가치가 없지만 장비의 축복을 풀어주고 소비의 지속 속도를 줄일 수 있습니다. 축복받은 장비는 강렬한 타격이나 충격을받을 때 다른 물건으로 무력화되고 땅에 떨어지지 않습니다. <p/>거룩한 물이 필요한 경우, 파트 타임으로 나와 함께와주세요. 그냥``part-time '키워드를 사용하여 대화하십시오. <p/>예, 거의 잊혀진 Captain Curw가 <username/>을 찾고있었습니다. <BR/><BR/><BR/>왓 포드 (Watford)로 가셔서 어디를 가야하는지 알아야합니다. </p>퀴 버는 헤지 스 스노우 필드가 만나는 곳에있는 북쪽 마을에 있습니다. 그곳에는 많은 여우가 있습니다. 조심하십시오.
tirchonaill.endelyon.140	<button title='이상적인 모양' keyword='@g2_22_IdealAppearance'/>
tirchonaill.ferghus.1	퍼거스가 로그인했습니다.
tirchonaill.ferghus.2	퍼거스의 상점 생성에 성공했습니다.
tirchonaill.ferghus.3	[0]무기
tirchonaill.ferghus.4	[1]구두 글로브
tirchonaill.ferghus.5	[2]투구
tirchonaill.ferghus.6	[3]갑옷
tirchonaill.ferghus.7	퍼거스의 것의 상점 생성에 실패했습니다.
tirchonaill.ferghus.8	톤텐칸과(진)|칸칸드즉… 구핫! (통)|~(피)|노래를 부르면 의지가 나오겠어! |싶고, 코골기의 탓으로 입이 찢어질 것 같다…|어제는 해머 너무 쳤는지… 팔이 아픈|갑옷의 주문한 사람, 늦구나…|수염은 남자 로망~로망~로~맨~다~♪|철광이 바닥났는지… 기다릴 수 밖에 없구나…|팔이 좋은 녀석을 고용하지 않으면…|오늘은 무엇을 만들까?
tirchonaill.ferghus.9	[0]무기
tirchonaill.ferghus.10	[1]구두 글로브
tirchonaill.ferghus.11	[2]투구
tirchonaill.ferghus.12	[3]갑옷
tirchonaill.ferghus.13	<npcportrait name='NONE'/><title name='NONE'/>연한을 느끼는 좃시리 한 상판떼기와 검은 수염, 햇볕에 그을린 피부가 인상적이다. <br/>그 굵은 소리로 콧노래를 노래하면서, 리듬을 타 작업을 하고 있다. <br/><button title='계속된다' keyword='@continue'/>
tirchonaill.ferghus.14	, 여기는 처음일까?
tirchonaill.ferghus.15	어서 오십시오, 대장간에. <button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/>
tirchonaill.ferghus.16	아직 용무가 있다면, 지금 말해 줘! <br/><br/><button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/>
tirchonaill.ferghus.17	화이트데이 이벤트
tirchonaill.ferghus.18	어린이날 이벤트
tirchonaill.ferghus.19	많은, 바이트군. <br/>설마 게으름 피우고 있는 것이지 않아? 호혹.
tirchonaill.ferghus.20	여기는 처음인가? 아무쪼록.
tirchonaill.ferghus.21	첫대면이었는지? 아무래도 본 기억이 있는 얼굴이지만.
tirchonaill.ferghus.22	뭔가 용무인가,<username/>. <br/>…<username/>(이었)였구나?
tirchonaill.ferghus.23	어서 오십시오, <username/>. <br/>
tirchonaill.ferghus.24	야, 우리 단골 손님! <br/>
tirchonaill.ferghus.25	무기? <br/>그렇지 않으면 갑옷이 필요한가?
tirchonaill.ferghus.26	<npcportrait name='NONE'/><title name='NONE'/>퍼거스와 회화를 끝냈다.
tirchonaill.ferghus.27	여기는 대장간이다. 의외로 잡화상과 잘못하는 사람이 많고. <p/>말콤의 가게와 여기의 큰 차이이지만,<br/>그는 일상생활에 필요한 잡화를 취급하고 있어<br/>여기는 금속… 즉 무기나 방어구가 메인이라는 것. <p/>잡화상에 용무가 있다면, 길을 가르쳐 주자. <br/>그곳의 다리를 건너 광장에 향하면 있겠어.
tirchonaill.ferghus.28	식료품점…? <br/>사랑스러운 케이틴짱이 있는 곳이다. 벌써 만났는지? <br/>지금은 조금 바쁜 것 같지만, 한가한 때는 마을사람에게 요리를 요리 배달 하기도 한다. <p/>응? 가 보고 싶은이야? 광장 가까이 말해 보면 어떨까요.
tirchonaill.ferghus.29	은행에서는 돈 이외에 장비품 따위도 맡아 주기 때문에,<br/>짐이 가득 될 것 같으면 이용해 봐서는 어떨까요? <br/>은행원 베빈과도 사이좋게 지내면, 머지않아 도움이 될 것. <p/>참고까지… 은행은 광장의 근처다. 아는구나?
tirchonaill.ferghus.30	이전, 갑옷을 만들고 있었을 때에 손을 상처를 입어 버린 것이지만,<br/>디리스가 곧 치료해 준 것이다. <br/>컨디션을 무너뜨렸을 때에 가면 좋아. <br/>광장으로부터 좀 더 북쪽으로 나아간 곳이다.
