emainmacha.subnpc.cecil.1	세실 데뷔.
g1.287	교단으로부터 사제의 증명을 받고 나서 겨우<br/>정식으로 인정된 사제라고 할 수 있습니다. <p/>이 마을에는 없습니다만, 도시에는 자신이 사제라고<br/>거짓말해 사기를 하는 사람도 있는 것 같습니다~. <p/>사제가 되어 끝내 뭔가 좋은 일 있을까나…? <br/>돈이 되는 것도 아닌데….
g1.288	<image name='G1_Ch11_12_fomormedal01'/>네… 사제의 증명에 틀림없네요, 그 넥클리스…. <br/>어쩐지 문제라도 있습니까? <p/>일단, 다른 사제님들과 말씀하셔서는…?
g1.289	사제가 되면 성당으로부터 증명으로서<br/>있는 메달을 받는 것 같지만…. <br/>그것은 무엇에 사용할까? <p/>나에게도 누군가<br/>목동 랭크 증명서에서도 주지 않을까~.
g1.290	… 트레보가 맡기는 것으로 가득입니다…. <br/>이제(벌써), 곤란합니다.
g1.291	…. 메이븐 사제와는 이야기를 해 보았는지…? <br/>내가 본 곳, 너가 가지고 있는 것은<br/>너가 말하고 있었던 대로, 사제의 증명이 틀림없다고 생각하지만…. <p/>… 혹시, 그 밖에 이상한 곳에서도 있는지…?
g1.292	사제의 증명은, 교단에서 수임했을 때<br/>직접 받는 것입니다. <br/>각자의 이름이 메달의 뒤로 새겨집니다. <p/>아무리 거칠어진 곳에 가도,<br/>마음 속의 성전은, 이 증명과 함께 새긴 맹세에<br/>있다고 말해집니다. <p/>나는, 이렇게 평온한 마을에서 살고 있습니다만,<br/>언젠가 어딘가 다른 곳에 간다고 해도, 그 마음을<br/>잊지 않을 생각입니다.
g1.293	… 으음… 그런 것 나는 몰라, 모른다~. <p/>아무리 내가 대장간에서도<br/>사제님들도 잘 모르는 것에…. <br/>내가 무슨 말을 할 수 있다고 생각하지…? <p/>… 혹시, 아직도 사제의 여러분과 이야기도<br/>하고 있지 않는 응인가?
g1.294	사제의 증명은, 일종의 졸업상이라고도<br/>말할 수 있습니다. <p/>마법사나, 전사도 그렇습니다만, 사제가 되기 위해서도<br/>많은 일을 배우지 않으면 안 됩니다. <p/>나의 경우는, 이멘마하의 마법 학교에서<br/>고위 마법을 배운 것입니다만, 학생들을 가르치기 위해서<br/>또, 여기에 돌아온 것이에요, 후후후…. <p/>사제 같다고는 이야기 한 것입니까?
g1.295	사제의 증명과 같이, 상인들에게도 증명이<br/>있으면 좋습니다만. <p/>여기와 같이 작은 마을이라면 상관없습니다만, 가끔, 물건을<br/>매입하기 위해서 이멘마하와 같은 곳에 가면<br/>상인이 너무 많아서, 어디서 무엇을 사면 좋은가<br/>모르게 됩니다. <p/>차라리, 물건을 주문을 하면 그것을 선택해<br/>배달해 주는 직업은 할 수 없을까…. <p/>후크로우를 보내는 방법도 생각한 것이지만,<br/>짐이 심하면 안 되는 것 같습니다.
g1.296	일단, 당신이 마족으로부터 얻었다고 하는 메달이<br/>사제의 증명과 닮고는 있습니다만…. <br/>그렇지만, 그것은 마족과 이야기를 한 분이 제일 빠르다고 생각하지만….
g1.297	사제의 증명을 가지고 있습니까…? <br/>으응…, 예쁘지만…. <p/>… 줘도 하지 않는 것으로 조롱하지 말아 주세요.
g1.298	사제들이 가지고 있는 그 넥클리스는<br/>많은 수업과 수행을 클리어─했다고 하는<br/>증명이라고 합니다. <p/>신에 일생을 바친다고 하는 증명이기도 합니다. <br/>개인적으로는, 훌륭한 사람들이라고 생각합니다.
g1.299	사제의 증명과 마족의 메달이 같은 형태였다고는…. <br/>그것에 대해서는 나도 조금 생각해 본 것이지만…,<p/>이런 일이 아닌 걸까나. <br/>마족이 사제를 덮쳐, 그 메달을 빼앗은 것은. <p/>…. <br/>아니, 마족으로부터 사제가 모은 것으로는? <p/>사제의 증명…. 마족의 메달…. <br/>닭이 앞인가…, 알이 앞인가…. <p/>-, 어렵구나. 너는 어떻게 생각하는 걸까요? <br/>… 마족에 들으면 알지도 모르는구나….
g1.300	<image name='G1_Ch11_12_fomormedal01'/>…. 이런 물건을 마족으로부터 얻었다고…. <br/>믿을 수 없네요. <p/>나도 마족과 상당히 싸웠습니다만<br/>이런 물건을 얻었던 적은 없습니다. <p/>… 마족이 있으면 직접 들을 수 있습니다만…. <br/>아, 그렇다. 아레나의 고블린의 고로에<br/>이것을 보였습니까?
g1.301	두어 설마 정말로 사제가 될 생각인가? <p/>사제는, 전부 다른 사람에게 부탁하고 있을 뿐이니까<br/>편하게 보여도, 실제는 그렇지 않아. <br/>그러니까, 빠른 동안에 포기해<p/>매일 그 넓은 성당의 청소를 한다 라고<br/>생각해 봐라. 우아~.
g1.302	사제의 증명은, 그 사람이 1인분의 사제라고 하는 일을<br/>증명하는 것과 동시에, 그 사람 자체의 아이덴티티에든지도<br/>합니다. <p/>사람은 가끔 그런 물건이 필요한 때가 있습니다. <br/>검사라면 검이, 사제라면 증명이….
g1.303	사제의 증명은 국가나 영주님 금액이다 지난 물건이 아니게<br/>교단이 주는 것입니다. <p/>특별한 힘을 상징하는 것은 아닙니다만, 모두 자랑으로 생각하고 있는 것<br/>같습니다.
g1.304	사제의 증명? <br/>물론, 그 사람이 사제라는 일을 증명하기 위해서<br/>교단이 주는 것이야. <p/>피부 보고 떼어 놓지 않고 가질 수 있도록, 메달에<br/>만든다. <p/>그러나, 가끔, 왜 이 사람에게 증명을<br/>주었을 것이다, 라고 생각하는 일도 있지만. <br/>아, 물론, 우리 마을의 크리스텔은 다르다…. <p/>다른 마을에는 아이가 가지고 있는 것도 보았어…. <br/>정직, 조금 걱정이었던가.
g1.305	사제가 정식으로 서임 하려면, 교단으로부터<br/>주어지는 사제의 증명이 반드시 필요합니다. <p/>이멘마하에는 큰 성당이 있어,<br/>거기서 많은 사제들이 배출되었습니다. <br/>그러나, 실제로 사제들이 어떻게 배치되는지는<br/>신앙심만의 문제는 아닌 것 같습니다. <p/>… 그것은 컴건 사제를 보면 아는군요….
g1.306	사제들이 가지고 있는 메달? <br/>그것을 왜 나에게 묻지?
g1.307	컴건이 굉장히 소중히 가지고 있는<br/>저것이군요? <p/>그렇게 말하면, 이전, 거기에 닮은 것을 가지고 있던 것 같지만?
g1.308	그것이 끼리끊어? <br/>내가 사제인가? 왜, 나에게 그것을 묻지?
g1.309	…. 뭐라고 말하면 좋은 것인지. <br/>어쨌든, 사제라고 하는 증명의 메달이기 때문에. <br/>그렇지만, 왠지 증명서라고 말하는 것보다, 기념 같은 느낌이<br/>하지 않습니까? <p/>이 사람은 혼자라도, 다른 사람을 이끌 수 있는<br/>사람이다, 는 인정되어 기념이라고 할까. <p/>정직, 컴건에는 과중하지만 말이죠….
g1.310	사제에게 증명이 필요하다 라고, 누가 생각한 것입니까? <p/>정말로 믿는 것이 제일 중요하면 증명은<br/>필요없다고 생각합니다만. <p/>아무튼, 사제도 상당히 인텔리인 직업이니까<br/>필요하다고도 말할 수 있습니다만<p/>… 은, 어느 손님이 말했습니다, 하하하.
g1.311	그것은… 고호, 곳혼…! <p/>미안합니다, 지금은 상태가 나빠서…. <br/>괜찮으시면, 다음에 한번 더 와 주세요….
g1.312	…[여신이야, 달빛을 빌려 주고]…. <br/>고로이 그런 의미라고 말한 것입니까? <br/>[두르·브라우·다이 램·세논]이? <p/>잘못한 해석은 아닙니다만…. <br/>내가 알고 있는 의미와는 조금 다르네요. <p/><image name='G1_Ch11_12_fomormedal01'/>어떻습니까? 이 메달을 나에게 주면,<br/>[두르·브라우·다이 램·세논]의 진정한 의미를 지도 합시다. <br/><button title='그렇게 한다' keyword='@Yes'/><button title='싫다' keyword='@No'/>
g1.313	… 메달을 줍니까? <br/>그럼…,[두르·브라우·다이 램·세논]의 의미를 지도 합시다. <br/><button title='네' keyword='@Yes'/><button title='싫다' keyword='@No'/>
g1.314	불편입니다. screen shot를 찍어, 불편 게시판에 보고해 주세요. G1-12<button title=', 버그인가…' keyword='@No'/>
g1.315	네…. 감사합니다. 약속과 내려 그 의미를 지도 합시다. <br/>내가 밤만 사람의 모습으로 있을 수 있는 것은<br/>이웨카의 달빛의 힘이 마력이니까…. <p/>[두르·브라우·다이 램·세논]은 즉,<br/>[여신이야, 당신의 마력이 나같게]라고 하는 의미입니다. <p/>이 이야기는…,<br/>이런 일을 하고 있던 마족으로부터 직접 들었으므로,<br/>틀림없다고 생각합니다. <br/>…. <p/>어쨌든, 이것으로 당신도 알았다고 생각합니다. <br/>마족은…, 여신의 힘을 빌려, 에린에 와 있는 것이라고…. <br/>그 여신의 힘입니다. <p/>여신 모리안은…, 마족의 침입을 허락하고 있습니다. <br/>용서 할 수 없는 것입니다. <br/>만약 의심스러웠으면…, 고로에 한번 더 확인하면 어떻습니까?
g1.316	훔… 곳에서, 조금 전까지 있던 메달이 어디에 갔는지<br/>보이지 않네요. <br/>메달을 가져오면, 또 이야기 합시다.
g1.317	…, 그렇습니까? <br/>싫다면, 괜찮습니다만. <p/>… 생각이 바뀌면, 한번 더 말을 걸어 주세요….
g1.318	두르·브라우·다이 램·세논? <br/>어째서 그 말을 쉿이라고 있습니까? <p/>… 마족의 메달? <br/>~…, 그렇습니까…. <br/>그 메달을 한 번 가져와 주지 않겠습니까? <br/>자신의 눈으로 볼 때까지는, 뭐라고도 말할 수 없네요.
g1.319	…! <br/>아니요 아무것도 아닙니다! <p/>원…, 나는…, 그… 그런 이야기, 모릅니다!
g1.320	…. 벌써 잊은 것 같네요…. <br/>이 친절한 고로, 당신을 위해서 한번 더 지도 합시다…. <br/>그 말의 의미는…, 「여신이야, 달빛을 빌려 주세요…」<br/>…(이에)예요….
g1.321	…. <br/>어머나, 오호호호…. <p/>설마, 내가 가끔에 인 말을 중얼거린다 라고 하는<br/>소문을 들어 그런 일 묻고 있는 것이 아니겠지요. <p/>그것은, 어디까지나 소문이에요, 소문. <br/>내가 그런 일 이야기할 이유 없지 않습니까~.
g1.322	달러가 어떻게 하든? <br/>이상한 일 말하지 마. <br/>어쩐지 주문에서도 걸칠까하고 생각했지 않은가~.
g1.323	……. <br/>포포, 나이를 먹으면<br/>왠지 환청이 들리는구나….
g1.324	… 자…. <br/>그것은 마족의 말같지만…. <br/>혹시, 이전 가져온 넥클리스에 써 있는 말입니까…? <p/>… 그렇다면 마족인가, 드루이드에 들어 보는 일이군요. <br/>나는 보통 성직자이기 때문에….
g1.325	하…. <br/>그것 말하고 있는 때에, 혀가 뒤틀리지 않습니까? <br/>뭐 말하고 있는지 전혀 모르지만….
g1.326	훔…. 처음으로 묻는 말이군요. <br/>어떤 의미입니까? <p/>아레나의 고로이…? <br/>그도 다양한 곳을 여행한 것 같습니다만…. <p/>언젠가 천천히 이야기 할 수 있을까나….
g1.327	드…, 달러, 뭐? <br/>뭐 이상한 일 말하고 있지?
g1.328	…, 그것은 어떤 나라의 말입니까? <p/>이번 반드시 사전을 매입해 둘테니까!
g1.329	는 의미가 있는 말인 것 같네요. <br/>그렇다면 한 번 드루이드를 만나 들어 봐서는 어떨까요. <br/>드루이드들은 풍부한 지혜와 많은 지식을<br/>가지고 있을테니까.
g1.330	…? <br/>그것은 뭔가의 주문인 것인가? <p/>미안하지만, 은행을 여는 주문은 그것이 아니고<br/>「열어, 참깨」(이)야. <p/>하 하, 물론 농담이야. <br/>주문이라면 드루이드가 잘 알고 있는 것이 아닌가?
g1.331	……. <p/>엔·브라우·다이 램·셰넌! <p/>아, 이것이 아닌 것인지? 하하학.
g1.332	그것은 나도 모르는 말이군요. <br/>자료를 조사해 풀어 보고 싶은 것입니다만, 아깝게도<br/>지금은 굉장히 바빠서…. <p/>혹시, 드루이드라면 알고 있을지도 모릅니다.
g1.333	……. <br/>마누스의 진찰을 받아 보이고. <br/>
g1.334	그것이 그 메달의 뒤로 써 있는 문자입니까? <br/>-…, 처음으로 듣는 말이군요. <p/>그러나, 이런 메달을 만들 수 있을 정도의 기술을 가지고 있는 사람이<br/>쓴 것이라면, 절대 뭔가의 의미가 있겠지요. <p/>드루이드인가, 사제들에게 들어 보면 어떻습니까? <br/>이것에 관한 지식이 있을지도 모르기 때문에.
g1.335	드, 달러·브라우? <br/>입니까, 그것? <p/>뭔가의 주문같지만…. 전혀<br/>모르네요.
g1.336	장난인가! <br/>나를 누구라고 생각해…, 사지 않으면, 냉큼 저쪽에 가라!
g1.337	은 외국어같네요. <br/>그런 말 어디서 들은 것입니까?
g1.338	에, 그것은 마족의 말같네요. <br/>드루이드라도 들어 보면 알지도 모릅니다. <p/>그렇지만, 드루이드들은 어디에라도 있는 사람은<br/>아니고, 찾으려면 조금 시간이 들 것 같네요, 하 하….
g1.339	… 네, 라비 던전의 제단에 그것을 바쳐 주세요. <br/>혼자서 가 주세요.
g1.340	… 어, 어째서 그 말의 의미를…. <br/>그 말이, 여신이 마족을 보내고 있다고 하는 의미입니다 라고…? <br/>그 이야기는 또 어디서…. <br/>네…? 마법사… 드루이드로부터입니까? <p/>… 타르라크라고 하는… 사람으로부터…? <p/>아… 아아…. <br/>그랬습니까. … 역시 타르라크는 살아 있던 거네…! <p/><title name='NONE'/><music name='cutscene08.mp3'/>(크리스텔은 눈을 감아, 아름다운 미소를 띄웠다.)<p/>[두르·브라우·다이 램·세논]…. <br/>실은, 그 말의 의미는…. <br/>내가 타르라크에 가르친 것입니다. <p/>… 나는, 아래는 서큐버스의 일족. <br/>여러분들이 마족… 또는 포워르라고 부르는 사람…. <p/>… 후후, 그렇게는 보이지 않겠죠…? <br/>하나님의 베품에 의해, 지금은 인간이 될 수 있었습니다만…. <p/>… 앗, 어느새인가 나의 이야기를 해 버렸습니다. <br/>미안합니다…. <p/>그 메달에 써 있는 말…. <br/>여신 모리안의 힘을 빌리는 말입니다. <p/>그러나… 여신이 마족들을 보내고 있는 것은 아닙니다. <br/>사제로서 나의 모두를 걸어 맹세할 수 있습니다. <br/>타르라크가 그 부분을 오해하고 있습니다. <br/>여신은 언제나 인간을 지켜보고 있습니다. 석상이 된 지금도…. <p/>그것은 단순한 마족의 호신부입니다…. <br/>그 이상의 의미가 있는 것이 아닙니다…. <p/>…. <br/>타르라크의 있을 곳… 가르쳐 주지 않겠습니까…? <p/>…. <p/>… 그렇게… 당신도 나를 믿을 수 없군요…. <br/>내가 이전, 마족이었다고 하는 사실을 밝혔기 때문에입니까…? <p/>… 알았습니다…. <br/>그럼…. <p/><image name='G1_Ch14_glassespocket'/>지금 건네준 것은, 내가 타르라크씨로부터 받은 유일한 물건…. <br/>그의 기억의 물건입니다. <p/><image name='G1_Ch14_glassespocket'/>라비 던전으로 혼자서 가, 여신의 제단에 이것을 바치면…. <br/>나를 믿어 받을 수 있다고 생각합니다. <br/>곧 라비 던전에 이동 할 수 있도록,<br/>붉은 여신의 날개도 함께 드립시다…. <p/><title name='NONE'/><music name='NPC_Kristell.mp3'/>(크리스텔로부터, 타르라크의 안경 케이스를 받았다.)
